ID,Title,Content,Excerpt,Date,"Post Type",Permalink,URL,Title,Caption,Description,"Alt Text",Featured,URL,"Commission Category",first_name,last_name,customer_registration,commission_category,assign_location,agent_phone,assign_user,profile_picture,_profile_picture,id_verification_front,_id_verification_front,id_verification_back,_id_verification_back,commission_payout,_commission_payout,gender,_gender,date_of_birth,_date_of_birth,agent_type,_agent_type,kiosk_nickname,_kiosk_nickname,location_coordinates,_location_coordinates,has_smartphone,_has_smartphone,uses_whatsapp_daily,_uses_whatsapp_daily,has_been_in_assigned_location_for_at_least_1_year,_has_been_in_assigned_location_for_at_least_1_year,has_a_fixed_space,_has_a_fixed_space,backup_contact_first_name,_backup_contact_first_name,backup_contact_last_name,_backup_contact_last_name,backup_contact_mobile_number,_backup_contact_mobile_number,id_verification_-_front,_id_verification_-_front,id_verification_-_back,_id_verification_-_back,assigned_location,_assigned_location,_wp_old_slug,_wp_trash_meta_status,_wp_trash_meta_time,_wp_desired_post_slug,Status,"Author ID","Author Username","Author Email","Author First Name","Author Last Name",Slug,Format,Template,Parent,"Parent Slug",Order,"Comment Status","Ping Status","Post Modified Date"
3789,"Lineth Mongina Mangera",,,"2022-01-19 15:17:25",agent,https://kapu.mystagingwebsite.com/agent/lineth-mongina-mangera/,,,,,,,,10%,Lineth,"Mongina Mangera",yes,478,536,254721847400,418,3503,field_61bb101fb4495,3503,field_61bb107091275,3503,field_61bb10bcaf28c,Daily,field_61bb69a4eb937,Male,field_61bb0f6bbb5a4,20220118,field_61bb11279181d,Shop,field_61bb11809181e,,field_61bb120623106,"-1.282600523842608, 36.748662791935004",field_61bb19c62486b,0,field_61bb1abfe8b1b,0,field_61bb1ae2e8b1c,0,field_61bb1affe8b1d,0,field_61bb1b17e8b1e,Test,field_61bb1b2ee8b1f,Test,field_61bb1b4be8b20,254702772009,field_61bb1b5fe8b21,,,,,,,auto-draft-71,,,,publish,259,Meera_Shah,meera@kapuafrica.com,Meera,Shah,lineth-mongina-mangera,,,0,0,0,closed,closed,"2022-01-25 22:10:08"
3824,"Shaddi [Placeholder]",,,"2022-01-20 19:15:23",agent,https://kapu.mystagingwebsite.com/agent/auto-draft-15/,,,,,,,,10%,Shaddi,[Placeholder],yes,478,536,254706569476,437,3503,field_61bb101fb4495,3503,field_61bb107091275,3503,field_61bb10bcaf28c,Daily,field_61bb69a4eb937,Male,field_61bb0f6bbb5a4,20220120,field_61bb11279181d,Individual,field_61bb11809181e,,field_61bb120623106,"-1.282600523842608, 36.748662791935004",field_61bb19c62486b,0,field_61bb1abfe8b1b,0,field_61bb1ae2e8b1c,0,field_61bb1affe8b1d,0,field_61bb1b17e8b1e,Test,field_61bb1b2ee8b1f,Test,field_61bb1b4be8b20,254702772009,field_61bb1b5fe8b21,,,,,,,,,,,publish,259,Meera_Shah,meera@kapuafrica.com,Meera,Shah,auto-draft-15,,,0,0,0,closed,closed,"2022-01-25 22:09:34"
3825,"Bilhah Kariuki",,,"2022-01-20 19:16:28",agent,https://kapu.mystagingwebsite.com/agent/auto-draft-45/,,,,,,,,10%,Bilhah,Kariuki,yes,478,536,254759910249,438,3503,field_61bb101fb4495,3503,field_61bb107091275,3503,field_61bb10bcaf28c,Weekly,field_61bb69a4eb937,Female,field_61bb0f6bbb5a4,20220120,field_61bb11279181d,Kibanda,field_61bb11809181e,,field_61bb120623106,"-1.282600523842608, 36.748662791935004",field_61bb19c62486b,0,field_61bb1abfe8b1b,0,field_61bb1ae2e8b1c,0,field_61bb1affe8b1d,0,field_61bb1b17e8b1e,Test,field_61bb1b2ee8b1f,Test,field_61bb1b4be8b20,254702772009,field_61bb1b5fe8b21,,,,,,,,,,,publish,259,Meera_Shah,meera@kapuafrica.com,Meera,Shah,auto-draft-45,,,0,0,0,closed,closed,"2022-01-25 22:08:52"
3826,"Imelda [Placeholder]",,,"2022-01-20 19:17:26",agent,https://kapu.mystagingwebsite.com/agent/auto-draft-50/,,,,,,,,10%,Imelda,[Placeholder],yes,478,536,254798406360,439,3503,field_61bb101fb4495,3503,field_61bb107091275,3503,field_61bb10bcaf28c,Daily,field_61bb69a4eb937,Female,field_61bb0f6bbb5a4,20220120,field_61bb11279181d,Kibanda,field_61bb11809181e,,field_61bb120623106,"-1.282600523842608, 36.748662791935004",field_61bb19c62486b,0,field_61bb1abfe8b1b,0,field_61bb1ae2e8b1c,0,field_61bb1affe8b1d,0,field_61bb1b17e8b1e,Test,field_61bb1b2ee8b1f,Test,field_61bb1b4be8b20,254702772009,field_61bb1b5fe8b21,,,,,,,,,,,publish,259,Meera_Shah,meera@kapuafrica.com,Meera,Shah,auto-draft-50,,,0,0,0,closed,closed,"2022-01-25 22:08:16"
3827,"Maureen [Placeholder]",,,"2022-01-20 19:18:09",agent,https://kapu.mystagingwebsite.com/agent/auto-draft-71/,,,,,,,,10%,Maureen,[Placeholder],yes,478,536,254720034330,436,3503,field_61bb101fb4495,3503,field_61bb107091275,3503,field_61bb10bcaf28c,Daily,field_61bb69a4eb937,Male,field_61bb0f6bbb5a4,20100110,field_61bb11279181d,Individual,field_61bb11809181e,,field_61bb120623106,"-1.283210 36.821350",field_61bb19c62486b,0,field_61bb1abfe8b1b,0,field_61bb1ae2e8b1c,0,field_61bb1affe8b1d,0,field_61bb1b17e8b1e,Ola,field_61bb1b2ee8b1f,Ajayi,field_61bb1b4be8b20,270817679571,field_61bb1b5fe8b21,,,,,,,,,,,publish,259,Meera_Shah,meera@kapuafrica.com,Meera,Shah,auto-draft-71,,,0,0,0,closed,closed,"2022-01-25 22:07:40"
3828,"Evelyn [Placeholder]",,,"2022-01-20 19:19:06",agent,https://kapu.mystagingwebsite.com/agent/auto-draft-72/,,,,,,,,10%,Evelyn,[Placeholder],yes,478,536,254708797879,435,3503,field_61bb101fb4495,3503,field_61bb107091275,3503,field_61bb10bcaf28c,Daily,field_61bb69a4eb937,Male,field_61bb0f6bbb5a4,20100110,field_61bb11279181d,Individual,field_61bb11809181e,,field_61bb120623106,"-1.283210 36.821350",field_61bb19c62486b,0,field_61bb1abfe8b1b,0,field_61bb1ae2e8b1c,0,field_61bb1affe8b1d,0,field_61bb1b17e8b1e,Ola,field_61bb1b2ee8b1f,Ajayi,field_61bb1b4be8b20,270817679571,field_61bb1b5fe8b21,,,,,,,,,,,publish,259,Meera_Shah,meera@kapuafrica.com,Meera,Shah,auto-draft-72,,,0,0,0,closed,closed,"2022-01-25 22:07:02"
3850,"Joy [Janelle] Muchai",,,"2022-01-21 12:17:52",agent,https://kapu.mystagingwebsite.com/agent/joy-janelle-muchai/,,,,,,,,10%,"Joy [Janelle]",Muchai,yes,478,536,254795555700,449,3503,field_61bb101fb4495,3503,field_61bb107091275,3503,field_61bb10bcaf28c,Daily,field_61bb69a4eb937,Female,field_61bb0f6bbb5a4,20220120,field_61bb11279181d,Kibanda,field_61bb11809181e,,field_61bb120623106,"-1.282600523842608, 36.748662791935004",field_61bb19c62486b,0,field_61bb1abfe8b1b,0,field_61bb1ae2e8b1c,0,field_61bb1affe8b1d,0,field_61bb1b17e8b1e,"Sam [Test]",field_61bb1b2ee8b1f,"Sam [Test]",field_61bb1b4be8b20,254702772009,field_61bb1b5fe8b21,,,,,,,auto-draft-73,,,,publish,259,Meera_Shah,meera@kapuafrica.com,Meera,Shah,joy-janelle-muchai,,,0,0,0,closed,closed,"2022-01-25 22:05:41"
3851,"Meera Shah",,,"2022-01-21 12:23:47",agent,https://kapu.mystagingwebsite.com/agent/auto-draft-73/,,,,,,,,10%,Meera,Shah,yes,478,536,254702772009,450,3503,field_61bb101fb4495,3503,field_61bb107091275,3503,field_61bb10bcaf28c,Daily,field_61bb69a4eb937,Female,field_61bb0f6bbb5a4,20220120,field_61bb11279181d,Kibanda,field_61bb11809181e,,field_61bb120623106,"-1.282600523842608, 36.748662791935004",field_61bb19c62486b,0,field_61bb1abfe8b1b,0,field_61bb1ae2e8b1c,0,field_61bb1affe8b1d,0,field_61bb1b17e8b1e,Test,field_61bb1b2ee8b1f,Test,field_61bb1b4be8b20,270817679571,field_61bb1b5fe8b21,,,,,,,,,,,publish,259,Meera_Shah,meera@kapuafrica.com,Meera,Shah,auto-draft-73,,,0,0,0,closed,closed,"2022-01-25 22:05:00"
3873,"Lynnet Kamau",,,"2022-01-21 16:42:15",agent,https://kapu.mystagingwebsite.com/agent/lynnet-kamau-2/,,,,,,,,10%,Lynnet,Kamau,yes,478,536,254715566789,459,3503,field_61bb101fb4495,3503,field_61bb107091275,3503,field_61bb10bcaf28c,Daily,field_61bb69a4eb937,Male,field_61bb0f6bbb5a4,20100110,field_61bb11279181d,Individual,field_61bb11809181e,,field_61bb120623106,"-1.283210 36.821350",field_61bb19c62486b,0,field_61bb1abfe8b1b,0,field_61bb1ae2e8b1c,0,field_61bb1affe8b1d,0,field_61bb1b17e8b1e,Ola,field_61bb1b2ee8b1f,Ajayi,field_61bb1b4be8b20,270817679571,field_61bb1b5fe8b21,,,,,,,auto-draft-74,,,,publish,59,OlaAjayi,ola@kapuafrica.com,Ola,Ajayi,lynnet-kamau-2,,,0,0,0,closed,closed,"2022-01-26 05:28:30"
3904,"Francis Ngaira",,,"2022-01-25 11:19:17",agent,https://kapu.mystagingwebsite.com/agent/francis-ngaira/,,,,,,,,10%,Francis,Ngaira,yes,478,536,254777115737,346,3503,field_61bb101fb4495,3503,field_61bb107091275,3503,field_61bb10bcaf28c,Daily,field_61bb69a4eb937,Male,field_61bb0f6bbb5a4,20100110,field_61bb11279181d,Individual,field_61bb11809181e,,field_61bb120623106,"-1.283210 36.821350",field_61bb19c62486b,0,field_61bb1abfe8b1b,0,field_61bb1ae2e8b1c,0,field_61bb1affe8b1d,0,field_61bb1b17e8b1e,Ola,field_61bb1b2ee8b1f,Ajayi,field_61bb1b4be8b20,270817679571,field_61bb1b5fe8b21,,,,,,,auto-draft-39,,,,publish,59,OlaAjayi,ola@kapuafrica.com,Ola,Ajayi,francis-ngaira,,,0,0,0,closed,closed,"2022-01-25 22:03:43"
3912,"Sam Chappette",,,"2022-01-25 21:59:58",agent,https://kapu.mystagingwebsite.com/agent/sam-chappette/,,,,,,,,10%,Sam,Chappette,yes,478,536,254701645946,475,3503,field_61bb101fb4495,3503,field_61bb107091275,3503,field_61bb10bcaf28c,Daily,field_61bb69a4eb937,Male,field_61bb0f6bbb5a4,20100110,field_61bb11279181d,Individual,field_61bb11809181e,,field_61bb120623106,"-1.283210 36.821350",field_61bb19c62486b,0,field_61bb1abfe8b1b,0,field_61bb1ae2e8b1c,0,field_61bb1affe8b1d,0,field_61bb1b17e8b1e,Ola,field_61bb1b2ee8b1f,Ajayi,field_61bb1b4be8b20,270817679571,field_61bb1b5fe8b21,,,,,,,auto-draft-39,,,,publish,59,OlaAjayi,ola@kapuafrica.com,Ola,Ajayi,sam-chappette,,,0,0,0,closed,closed,"2022-01-26 05:49:20"
